ID,segment
test-86584,0.03
test-86585,0.25
test-86586,0.01
test-86587,0.01
test-86588,0.02
test-86589,0.003333333333333333
test-8659,0.044303723016483235
test-86590,0.0
test-86591,0.04
test-86592,0.11
test-86593,0.12
test-86594,0.48
test-86595,0.08
test-86596,0.19
test-86597,0.16
test-86598,0.1
test-86599,0.0
test-866,0.14
test-8660,0.3
test-86600,0.06
test-86601,0.31
test-86602,0.03
test-86603,0.24
test-86604,0.03
test-86605,0.02
test-86606,0.04
test-86607,0.13
test-86608,0.0
test-86609,0.43
test-8661,0.33
test-86610,0.08
test-86611,0.11
test-86612,0.02
test-86613,0.13
test-86614,0.01
test-86615,0.08
test-86616,0.14
test-86617,0.02
test-86618,0.03
test-86619,0.0
test-8662,0.01
test-86620,0.02
test-86621,0.0
test-86622,0.05
test-86623,0.0
test-86624,0.030305123982350572
test-86625,0.08
test-86626,0.01
test-86627,0.0506571742058792
test-86628,0.01
test-86629,0.02
test-8663,0.05
test-86630,0.01
test-86631,0.09
test-86632,0.0
test-86633,0.17
test-86634,0.32
test-86635,0.06733585606147993
test-86636,0.0
test-86637,0.11
test-86638,0.08806117316213197
test-86639,0.01
test-8664,0.01
test-86640,0.13
test-86641,0.02
test-86642,0.01
test-86643,0.0
test-86644,0.21
test-86645,0.05
test-86646,0.01
test-86647,0.0
test-86648,0.18
test-86649,0.15
test-8665,0.23
test-86650,0.06
test-86651,0.03
test-86652,0.07620629470538817
test-86653,0.01
test-86654,0.3
test-86655,0.0
test-86656,0.01
test-86657,0.28
test-86658,0.04
test-86659,0.52
test-8666,0.06935404075997852
test-86660,0.01
test-86661,0.01
test-86662,0.09
test-86663,0.01
test-86664,0.18
test-86665,0.01
test-86666,0.05
test-86667,0.0
test-86668,0.07
test-86669,0.23
test-8667,0.08
test-86670,0.02
test-86671,0.1
test-86672,0.04
test-86673,0.1
test-86674,0.05
test-86675,0.0
test-86676,0.03
test-86677,0.08
test-86678,0.0
test-86679,0.02
test-8668,0.02
test-86680,0.03
test-86681,0.01
test-86682,0.03
test-86683,0.34
test-86684,0.0
test-86685,0.32
test-86686,0.13
test-86687,0.21
test-86688,0.01
test-86689,0.0
test-8669,0.0
test-86690,0.0
test-86691,0.07
test-86692,0.02
test-86693,0.28
test-86694,0.06
test-86695,0.08
test-86696,0.34
test-86697,0.0
test-86698,0.0
test-86699,0.02
test-867,0.03
test-8670,0.0
test-86700,0.1
test-86701,0.02
test-86702,0.02
test-86703,0.11931977581242281
test-86704,0.18
test-86705,0.0
test-86706,0.03
test-86707,0.0
test-86708,0.03
test-86709,0.0
test-8671,0.17
test-86710,0.05
test-86711,0.08
test-86712,0.01
test-86713,0.10027573342550118
test-86714,0.18
test-86715,0.14
test-86716,0.0
test-86717,0.13
test-86718,0.03
test-86719,0.0
test-8672,0.42
test-86720,0.0
test-86721,0.37
test-86722,0.04
test-86723,0.15
test-86724,0.0
test-86725,0.13
test-86726,0.02
test-86727,0.15
test-86728,0.14
test-86729,0.04
test-8673,0.04
test-86730,0.0
test-86731,0.0
test-86732,0.0
test-86733,0.01
test-86734,0.49
test-86735,0.05
test-86736,0.07
test-86737,0.01
test-86738,0.12
test-86739,0.17
test-8674,0.16
test-86740,0.0
test-86741,0.04
test-86742,0.13
test-86743,0.28
test-86744,0.0
test-86745,0.18
test-86746,0.0
test-86747,0.04
test-86748,0.07
test-86749,0.08
test-8675,0.03
test-86750,0.11
test-86751,0.07
test-86752,0.1
test-86753,0.04131725656970357
test-86754,0.0
test-86755,0.06461336489323834
test-86756,0.0
test-86757,0.33
test-86758,0.07
test-86759,0.11
test-8676,0.2
test-86760,0.14
test-86761,0.06
test-86762,0.06
test-86763,0.02
test-86764,0.01
test-86765,0.0
test-86766,0.09
test-86767,0.03
test-86768,0.0
test-86769,0.0
test-8677,0.0
test-86770,0.01
test-86771,0.1
test-86772,0.46
test-86773,0.01
test-86774,0.01
test-86775,0.01
test-86776,0.31
test-86777,0.02
test-86778,0.04
test-86779,0.06
test-8678,0.0
test-86780,0.01
test-86781,0.1
test-86782,0.01
test-86783,0.05589545386154447
test-86784,0.14
test-86785,0.14
test-86786,0.01
test-86787,0.07
test-86788,0.04
test-86789,0.2
test-8679,0.22
test-86790,0.22
test-86791,0.0
test-86792,0.0
test-86793,0.0
test-86794,0.0
test-86795,0.02
test-86796,0.02
test-86797,0.0
test-86798,0.01
test-86799,0.0
test-868,0.09
test-8680,0.06541769993217025
test-86800,0.065
test-86801,0.01
test-86802,0.09772019313874589
test-86803,0.36
test-86804,0.4448095238095238
test-86805,0.07620629470538817
test-86806,0.06744812371342127
test-86807,0.03
test-86808,0.24
test-86809,0.0
test-8681,0.05
test-86810,0.03
test-86811,0.0
test-86812,0.04
test-86813,0.19
test-86814,0.0
test-86815,0.39
test-86816,0.03
test-86817,0.03
test-86818,0.0525
test-86819,0.11
test-8682,0.55
test-86820,0.06
test-86821,0.01
test-86822,0.1
test-86823,0.07
test-86824,0.14
test-86825,0.04
test-86826,0.21
test-86827,0.08
test-86828,0.1
test-86829,0.12
test-8683,0.01
test-86830,0.19
test-86831,0.0
test-86832,0.21
test-86833,0.11
test-86834,0.0
test-86835,0.3
test-86836,0.24
test-86837,0.0
test-86838,0.06
test-86839,0.161517316017316
test-8684,0.46
test-86840,0.15
test-86841,0.06
test-86842,0.2
test-86843,0.14
test-86844,0.18
test-86845,0.0
test-86846,0.04
test-86847,0.1
test-86848,0.02
test-86849,0.11
test-8685,0.25
test-86850,0.11
test-86851,0.09
test-86852,0.0
test-86853,0.07620629470538817
test-86854,0.03
test-86855,0.14
test-86856,0.015766806722689077
test-86857,0.0
test-86858,0.02
test-86859,0.02
test-8686,0.03
test-86860,0.02
test-86861,0.03
test-86862,0.0
test-86863,0.03
test-86864,0.04131725656970357
test-86865,0.0
test-86866,0.16
test-86867,0.14
test-86868,0.12
test-86869,0.0
test-8687,0.16
test-86870,0.15
test-86871,0.0
test-86872,0.04
test-86873,0.34
test-86874,0.17
test-86875,0.09
test-86876,0.04
test-86877,0.26
test-86878,0.02
test-86879,0.05
test-8688,0.23
test-86880,0.04
test-86881,0.0
test-86882,0.0
test-86883,0.0
test-86884,0.11
test-86885,0.24
test-86886,0.01
test-86887,0.11
test-86888,0.1
test-86889,0.16884969848656214
test-8689,0.0
test-86890,0.03
test-86891,0.0
test-86892,0.02
test-86893,0.0
test-86894,0.06
test-86895,0.0
test-86896,0.17
test-86897,0.16
test-86898,0.0
test-86899,0.11
test-869,0.04
test-8690,0.01
test-86900,0.05
test-86901,0.04
test-86902,0.0
test-86903,0.08
test-86904,0.01
test-86905,0.04
test-86906,0.0
test-86907,0.0
test-86908,0.07
test-86909,0.06935404075997852
test-8691,0.0
test-86910,0.47
test-86911,0.01
test-86912,0.06
test-86913,0.01
test-86914,0.04
test-86915,0.007333333333333334
test-86916,0.07
test-86917,0.05
test-86918,0.08534020963399229
test-86919,0.1
test-8692,0.02
test-86920,0.06
test-86921,0.02
test-86922,0.04
test-86923,0.04
test-86924,0.04
test-86925,0.07
test-86926,0.01
test-86927,0.22
test-86928,0.03
test-86929,0.04
test-8693,0.04880364970813191
test-86930,0.05
test-86931,0.15
test-86932,0.1
test-86933,0.1
test-86934,0.17
test-86935,0.02
test-86936,0.04
test-86937,0.05
test-86938,0.09
test-86939,0.02
test-8694,0.13818639663569998
test-86940,0.02
test-86941,0.05
test-86942,0.13
test-86943,0.02
test-86944,0.02
test-86945,0.15
test-86946,0.11
test-86947,0.005
test-86948,0.11
test-86949,0.04
test-8695,0.33
test-86950,0.02
test-86951,0.08
test-86952,0.0506571742058792
test-86953,0.07
test-86954,0.0
test-86955,0.06
test-86956,0.08
test-86957,0.1
test-86958,0.0
test-86959,0.12
test-8696,0.02
test-86960,0.03
test-86961,0.02
test-86962,0.05
test-86963,0.0
test-86964,0.38
test-86965,0.12
test-86966,0.24
test-86967,0.54
test-86968,0.06
test-86969,0.0
test-8697,0.1574711399711399
test-86970,0.0
test-86971,0.0
test-86972,0.06
test-86973,0.2
test-86974,0.048688140431420494
test-86975,0.07
test-86976,0.0175
test-86977,0.0
test-86978,0.01
test-86979,0.03
test-8698,0.04131725656970357
test-86980,0.13
test-86981,0.04
test-86982,0.065
test-86983,0.02
test-86984,0.13
test-86985,0.06
test-86986,0.26
test-86987,0.13
test-86988,0.013928571428571427
test-86989,0.02
test-8699,0.3
test-86990,0.01
test-86991,0.0
test-86992,0.0
test-86993,0.01
test-86994,0.0
test-86995,0.02
test-86996,0.062527762187155
test-86997,0.04
test-86998,0.05
test-86999,0.01
test-87,0.08
test-870,0.0
test-8700,0.15
test-87000,0.0
test-87001,0.0
test-87002,0.0
test-87003,0.02
test-87004,0.0
test-87005,0.14
test-87006,0.01
test-87007,0.21
test-87008,0.35
test-87009,0.0525
test-8701,0.09
test-87010,0.17
test-87011,0.05
test-87012,0.18
test-87013,0.05
test-87014,0.0
test-87015,0.15
test-87016,0.21
test-87017,0.0
test-87018,0.07
test-87019,0.0
test-8702,0.21
test-87020,0.02
test-87021,0.17
test-87022,0.06
test-87023,0.09
test-87024,0.31
test-87025,0.01
test-87026,0.3
test-87027,0.13
test-87028,0.13
test-87029,0.0
test-8703,0.08
test-87030,0.1
test-87031,0.01
test-87032,0.01
test-87033,0.0
test-87034,0.02
test-87035,0.28
test-87036,0.38
test-87037,0.0
test-87038,0.24
test-87039,0.15
test-8704,0.01
test-87040,0.0
test-87041,0.0
test-87042,0.32
test-87043,0.06914126820345295
test-87044,0.13
test-87045,0.14
test-87046,0.0
test-87047,0.04
test-87048,0.09
test-87049,0.22
test-8705,0.16
test-87050,0.19
test-87051,0.02
test-87052,0.0
test-87053,0.23
test-87054,0.01
test-87055,0.0021428571428571425
test-87056,0.45
test-87057,0.0
test-87058,0.11
test-87059,0.08
test-8706,0.42
test-87060,0.0
test-87061,0.19
test-87062,0.15
test-87063,0.16
test-87064,0.0
test-87065,0.03
test-87066,0.08
test-87067,0.3291666666666667
test-87068,0.24
test-87069,0.07
test-8707,0.15
test-87070,0.15
test-87071,0.02
test-87072,0.06
test-87073,0.0
test-87074,0.14
test-87075,0.03
test-87076,0.01
test-87077,0.07
test-87078,0.07
test-87079,0.0
test-8708,0.0
test-87080,0.02
test-87081,0.1
test-87082,0.06
test-87083,0.02
test-87084,0.01
test-87085,0.07
test-87086,0.0
test-87087,0.05
test-87088,0.13
test-87089,0.12
test-8709,0.38
test-87090,0.11
test-87091,0.17
test-87092,0.09
test-87093,0.03
test-87094,0.07
test-87095,0.02
test-87096,0.0
test-87097,0.47
test-87098,0.14
test-87099,0.07
test-871,0.08949446631799571
test-8710,0.1
test-87100,0.03
test-87101,0.091
test-87102,0.02
test-87103,0.0
test-87104,0.09
test-87105,0.09
test-87106,0.06
test-87107,0.03
test-87108,0.0
test-87109,0.09
test-8711,0.19
test-87110,0.01
test-87111,0.06363853389178516
test-87112,0.02
test-87113,0.0
test-87114,0.15
test-87115,0.0
test-87116,0.13
test-87117,0.03
test-87118,0.02
test-87119,0.08
test-8712,0.0
test-87120,0.05237876520359564
test-87121,0.21
test-87122,0.13
test-87123,0.16
test-87124,0.0
test-87125,0.32
test-87126,0.0
test-87127,0.03
test-87128,0.0
test-87129,0.22
test-8713,0.13
test-87130,0.0
test-87131,0.08
test-87132,0.09
test-87133,0.16
test-87134,0.0
test-87135,0.02826843730412673
test-87136,0.14
test-87137,0.04
test-87138,0.05
test-87139,0.0
test-8714,0.01
test-87140,0.05
test-87141,0.26
test-87142,0.08
test-87143,0.2
test-87144,0.0
test-87145,0.07
test-87146,0.02
test-87147,0.04
test-87148,0.16
test-87149,0.23
test-8715,0.002
test-87150,0.08
test-87151,0.01
test-87152,0.03
test-87153,0.35
test-87154,0.01
test-87155,0.03
test-87156,0.13
test-87157,0.13
test-87158,0.01
test-87159,0.01
test-8716,0.17734523809523808
test-87160,0.15
test-87161,0.0
test-87162,0.01
test-87163,0.55
test-87164,0.01
test-87165,0.08
test-87166,0.12
test-87167,0.09
test-87168,0.08
test-87169,0.29
test-8717,0.05453691514476548
test-87170,0.06
test-87171,0.0
test-87172,0.01
test-87173,0.12
test-87174,0.12
test-87175,0.11
test-87176,0.07
test-87177,0.03
test-87178,0.0
test-87179,0.0
test-8718,0.32
test-87180,0.06
test-87181,0.08
test-87182,0.02
test-87183,0.09
test-87184,0.09
test-87185,0.0
test-87186,0.17
test-87187,0.01
test-87188,0.11
test-87189,0.22
test-8719,0.24
test-87190,0.04
test-87191,0.052479442989196226
test-87192,0.19
test-87193,0.0
test-87194,0.04
test-87195,0.15
test-87196,0.03
test-87197,0.0
test-87198,0.02
test-87199,0.13
test-872,0.24
test-8720,0.01
test-87200,0.3
test-87201,0.04131725656970357
test-87202,0.11
test-87203,0.0
test-87204,0.02
test-87205,0.0
test-87206,0.15
test-87207,0.11
test-87208,0.12
test-87209,0.03
test-8721,0.38
test-87210,0.0017142857142857142
test-87211,0.13
test-87212,0.04
test-87213,0.02
test-87214,0.02
test-87215,0.2
test-87216,0.16
test-87217,0.0
test-87218,0.0
test-87219,0.01
test-8722,0.3
test-87220,0.03
test-87221,0.22
test-87222,0.01
test-87223,0.04
test-87224,0.01
test-87225,0.05956124958167419
test-87226,0.0506571742058792
test-87227,0.05
test-87228,0.14172619047619048
test-87229,0.02
test-8723,0.2442857142857143
test-87230,0.05
test-87231,0.05
test-87232,0.02
test-87233,0.02
test-87234,0.04
test-87235,0.14
test-87236,0.05270259690315471
test-87237,0.04
test-87238,0.0
test-87239,0.52
test-8724,0.01
test-87240,0.02
test-87241,0.15
test-87242,0.25
test-87243,0.08
test-87244,0.01
test-87245,0.02
test-87246,0.0
test-87247,0.18
test-87248,0.03
test-87249,0.003333333333333333
test-8725,0.23
test-87250,0.02
test-87251,0.01
test-87252,0.04
test-87253,0.02
test-87254,0.19
test-87255,0.0506571742058792
test-87256,0.01
test-87257,0.08
test-87258,0.06
test-87259,0.0
test-8726,0.02
test-87260,0.08
test-87261,0.03
test-87262,0.13
test-87263,0.14
test-87264,0.16
test-87265,0.01
test-87266,0.0
test-87267,0.01
test-87268,0.08
test-87269,0.05237876520359564
test-8727,0.12
test-87270,0.01
test-87271,0.24
test-87272,0.13
test-87273,0.08
test-87274,0.21
test-87275,0.04
test-87276,0.16
test-87277,0.29
test-87278,0.22
test-87279,0.23
test-8728,0.26
test-87280,0.02
test-87281,0.05218547485400934
test-87282,0.03
test-87283,0.07
test-87284,0.06
test-87285,0.03
test-87286,0.0
test-87287,0.01
test-87288,0.058114672292455295
test-87289,0.0
test-8729,0.02
test-87290,0.01
test-87291,0.1
test-87292,0.06
test-87293,0.03
test-87294,0.11
test-87295,0.18
test-87296,0.02
test-87297,0.29
test-87298,0.07
test-87299,0.03
test-873,0.21
test-8730,0.2
test-87300,0.27
test-87301,0.17
test-87302,0.21
test-87303,0.23
test-87304,0.01
test-87305,0.0
test-87306,0.0
test-87307,0.01
test-87308,0.03
test-87309,0.06
test-8731,0.05
test-87310,0.0506571742058792
test-87311,0.26
test-87312,0.12
test-87313,0.01
test-87314,0.15
test-87315,0.04
test-87316,0.04
test-87317,0.0
test-87318,0.047703964763834435
test-87319,0.07
test-8732,0.04
test-87320,0.17
test-87321,0.19837878787878785
test-87322,0.07
test-87323,0.01
test-87324,0.2712388167388168
test-87325,0.02
test-87326,0.2
test-87327,0.0
test-87328,0.01
test-87329,0.06
test-8733,0.5334285714285714
test-87330,0.05
test-87331,0.04
test-87332,0.04
test-87333,0.31
test-87334,0.03
test-87335,0.030438884136488927
test-87336,0.39
test-87337,0.047703964763834435
test-87338,0.02
test-87339,0.0
test-8734,0.15
test-87340,0.0
test-87341,0.04880364970813191
test-87342,0.07
test-87343,0.08
test-87344,0.16
test-87345,0.0
test-87346,0.02
test-87347,0.24
test-87348,0.01
test-87349,0.01
test-8735,0.07
test-87350,0.15
test-87351,0.02
test-87352,0.03
test-87353,0.05
test-87354,0.26
test-87355,0.0
test-87356,0.01
test-87357,0.0
test-87358,0.02
test-87359,0.04
test-8736,0.05
test-87360,0.059846418730364316
test-87361,0.06
test-87362,0.05
test-87363,0.23
test-87364,0.42
test-87365,0.08
test-87366,0.1
test-87367,0.19
test-87368,0.05
test-87369,0.03
test-8737,0.1
test-87370,0.18
test-87371,0.12
test-87372,0.11
test-87373,0.1
test-87374,0.01
test-87375,0.01
test-87376,0.02
test-87377,0.45
test-87378,0.1
test-87379,0.22
test-8738,0.11
test-87380,0.03
test-87381,0.0
test-87382,0.14
test-87383,0.020513243894048846
test-87384,0.21
test-87385,0.13
test-87386,0.48
test-87387,0.36
test-87388,0.23
test-87389,0.15
test-8739,0.14858777333777332
test-87390,0.02
test-87391,0.03
test-87392,0.0
test-87393,0.03
test-87394,0.14
test-87395,0.03
test-87396,0.0
test-87397,0.04
test-87398,0.17
test-87399,0.06
test-874,0.09
test-8740,0.04880364970813191
test-87400,0.0
test-87401,0.23
test-87402,0.053701157645553436
test-87403,0.03
test-87404,0.19
test-87405,0.37
test-87406,0.02
test-87407,0.08
test-87408,0.03
test-87409,0.02
test-8741,0.19
test-87410,0.05
test-87411,0.17
test-87412,0.16
test-87413,0.06
test-87414,0.23
test-87415,0.0
test-87416,0.02
test-87417,0.0
test-87418,0.1
test-87419,0.01
test-8742,0.03
test-87420,0.04
test-87421,0.19
test-87422,0.28
test-87423,0.05
test-87424,0.05
test-87425,0.1
test-87426,0.04
test-87427,0.01
test-87428,0.06
test-87429,0.06487725427882218
test-8743,0.01
test-87430,0.052479442989196226
test-87431,0.5129682539682541
test-87432,0.02
test-87433,0.02
test-87434,0.12
test-87435,0.03
test-87436,0.0
test-87437,0.01
test-87438,0.65
test-87439,0.0
test-8744,0.1
test-87440,0.02
test-87441,0.01
test-87442,0.05
test-87443,0.016302877295498546
test-87444,0.0
test-87445,0.14
test-87446,0.01
test-87447,0.03
test-87448,0.0
test-87449,0.14
test-8745,0.07
test-87450,0.27
test-87451,0.04
test-87452,0.02
test-87453,0.14
test-87454,0.12
test-87455,0.01
test-87456,0.0
test-87457,0.05
test-87458,0.0
test-87459,0.0684665801807032
test-8746,0.01
test-87460,0.19
test-87461,0.36
test-87462,0.01
test-87463,0.0
test-87464,0.0
test-87465,0.0
test-87466,0.28
test-87467,0.0
test-87468,0.23
test-87469,0.0
test-8747,0.24
test-87470,0.03
test-87471,0.08
test-87472,0.1
test-87473,0.13
test-87474,0.02
test-87475,0.29
test-87476,0.03
test-87477,0.03
test-87478,0.28
test-87479,0.06935404075997852
test-8748,0.03
test-87480,0.0
test-87481,0.16
test-87482,0.07
test-87483,0.42
test-87484,0.0
test-87485,0.27
test-87486,0.06
test-87487,0.14
test-87488,0.0
test-87489,0.05
test-8749,0.14
test-87490,0.05
test-87491,0.02
test-87492,0.02
test-87493,0.07
test-87494,0.25
test-87495,0.01
test-87496,0.08
test-87497,0.23
test-87498,0.12
test-87499,0.1
test-875,0.17
test-8750,0.02
test-87500,0.04
test-87501,0.2
test-87502,0.48
test-87503,0.11
test-87504,0.04
test-87505,0.21
test-87506,0.19
test-87507,0.01
test-87508,0.08266944619947916
test-87509,0.01
test-8751,0.01
test-87510,0.12
test-87511,0.02
test-87512,0.0
test-87513,0.07
test-87514,0.02
test-87515,0.21
test-87516,0.32
test-87517,0.0
test-87518,0.196
test-87519,0.09
test-8752,0.01
test-87520,0.01
test-87521,0.08733333333333335
test-87522,0.08534020963399229
test-87523,0.04
test-87524,0.0
test-87525,0.13
test-87526,0.06
test-87527,0.03
test-87528,0.0
test-87529,0.03
test-8753,0.08
test-87530,0.03
test-87531,0.21
test-87532,0.1
test-87533,0.19
test-87534,0.12
test-87535,0.05453691514476548
test-87536,0.02
test-87537,0.16
test-87538,0.09
test-87539,0.23
test-8754,0.13
test-87540,0.07
test-87541,0.03
test-87542,0.09
test-87543,0.03
test-87544,0.08
test-87545,0.00976190476190476
test-87546,0.14
test-87547,0.05
test-87548,0.0
test-87549,0.36
test-8755,0.01
test-87550,0.06
test-87551,0.07
test-87552,0.0018014705882352941
test-87553,0.12
test-87554,0.02
test-87555,0.01
test-87556,0.0
test-87557,0.2
test-87558,0.17
test-87559,0.17
test-8756,0.08
test-87560,0.01
test-87561,0.0
test-87562,0.03
test-87563,0.01
test-87564,0.17
test-87565,0.27
test-87566,0.002
test-87567,0.02
test-87568,0.28
test-87569,0.34
test-8757,0.07
test-87570,0.0
test-87571,0.02
test-87572,0.03
test-87573,0.09
test-87574,0.04448394132917704
test-87575,0.06
test-87576,0.05
test-87577,0.06
test-87578,0.01
test-87579,0.15
test-8758,0.05
test-87580,0.01
test-87581,0.02
test-87582,0.21
test-87583,0.02
test-87584,0.04
test-87585,0.08
test-87586,0.01
test-87587,0.09
test-87588,0.19
test-87589,0.10499999999999998
test-8759,0.1
test-87590,0.01
test-87591,0.11
test-87592,0.12
test-87593,0.0
test-87594,0.1
test-87595,0.0
test-87596,0.0
test-87597,0.047703964763834435
test-87598,0.04
test-87599,0.01
test-876,0.1
test-8760,0.005
test-87600,0.01
test-87601,0.01
test-87602,0.13
test-87603,0.03
test-87604,0.04
test-87605,0.02
test-87606,0.09
test-87607,0.02
test-87608,0.03
test-87609,0.01
test-8761,0.03
test-87610,0.14
test-87611,0.04
test-87612,0.03
test-87613,0.08
test-87614,0.0
test-87615,0.12
test-87616,0.01
test-87617,0.25
test-87618,0.2
test-87619,0.02
test-8762,0.06
test-87620,0.03
test-87621,0.19
test-87622,0.38616666666666666
test-87623,0.26
test-87624,0.01
test-87625,0.01
test-87626,0.14
test-87627,0.06
test-87628,0.14
test-87629,0.01
test-8763,0.02
test-87630,0.025152376661925057
test-87631,0.0
test-87632,0.27
test-87633,0.08
test-87634,0.29
test-87635,0.0
test-87636,0.02
test-87637,0.0
test-87638,0.1
test-87639,0.02
test-8764,0.28
test-87640,0.01
test-87641,0.18
test-87642,0.0
test-87643,0.04
test-87644,0.02
test-87645,0.04
test-87646,0.01
test-87647,0.03
test-87648,0.21
test-87649,0.05
test-8765,0.12
test-87650,0.01
test-87651,0.0
test-87652,0.06
test-87653,0.02
test-87654,0.17
test-87655,0.04
test-87656,0.0
test-87657,0.05
test-87658,0.01
test-87659,0.03
test-8766,0.01
test-87660,0.01
test-87661,0.16
test-87662,0.05
test-87663,0.09
test-87664,0.01
test-87665,0.0
test-87666,0.05
test-87667,0.01
test-87668,0.0
test-87669,0.12
test-8767,0.0
test-87670,0.0
test-87671,0.04
test-87672,0.13
test-87673,0.36
test-87674,0.14
test-87675,0.14
test-87676,0.0
test-87677,0.09
test-87678,0.11682575757575757
test-87679,0.02
test-8768,0.13
test-87680,0.07
test-87681,0.19
test-87682,0.05
test-87683,0.07
test-87684,0.17
test-87685,0.07
test-87686,0.08
test-87687,0.18
test-87688,0.19
test-87689,0.02
test-8769,0.11
test-87690,0.06
test-87691,0.34
test-87692,0.02
test-87693,0.05
test-87694,0.22
test-87695,0.04
test-87696,0.07
test-87697,0.05
test-87698,0.0
test-87699,0.04
test-877,0.05
test-8770,0.37
test-87700,0.22
test-87701,0.047703964763834435
test-87702,0.05
test-87703,0.1
test-87704,0.0
test-87705,0.0
test-87706,0.05
test-87707,0.13
test-87708,0.06914126820345295
test-87709,0.01
test-8771,0.53
test-87710,0.17
test-87711,0.04
test-87712,0.06
test-87713,0.26
test-87714,0.2
test-87715,0.18
test-87716,0.18
test-87717,0.19
test-87718,0.02
test-87719,0.06
test-8772,0.28
test-87720,0.05
test-87721,0.03982448431746675
test-87722,0.24
test-87723,0.06
test-87724,0.01
test-87725,0.32
test-87726,0.21
test-87727,0.0
test-87728,0.17
test-87729,0.0
test-8773,0.22
test-87730,0.42499999999999993
test-87731,0.2021832611832611
test-87732,0.02
test-87733,0.11
test-87734,0.11
test-87735,0.13
test-87736,0.38
test-87737,0.01
test-87738,0.19
test-87739,0.02
test-8774,0.01
test-87740,0.19
test-87741,0.0
test-87742,0.12
test-87743,0.02
test-87744,0.02
test-87745,0.05
test-87746,0.0
test-87747,0.0
test-87748,0.13
test-87749,0.0007692307692307692
test-8775,0.2
test-87750,0.01
test-87751,0.16
test-87752,0.01
test-87753,0.1
test-87754,0.04
test-87755,0.12
test-87756,0.07
test-87757,0.0
test-87758,0.11
test-87759,0.02
test-8776,0.0
test-87760,0.2
test-87761,0.1
test-87762,0.02
test-87763,0.02
test-87764,0.21
test-87765,0.02
test-87766,0.05
test-87767,0.03
test-87768,0.07
test-87769,0.047703964763834435
test-8777,0.14
test-87770,0.06
test-87771,0.39
test-87772,0.0
test-87773,0.04
test-87774,0.0
test-87775,0.01
test-87776,0.05
test-87777,0.02
test-87778,0.05
test-87779,0.14
test-8778,0.36
test-87780,0.02
test-87781,0.0
test-87782,0.13
test-87783,0.09001385176080509
test-87784,0.09
test-87785,0.02
test-87786,0.21
test-87787,0.01
test-87788,0.15
test-87789,0.09
test-8779,0.14
test-87790,0.02
test-87791,0.27183923691547507
test-87792,0.02
test-87793,0.02
test-87794,0.0
test-87795,0.06
test-87796,0.29
test-87797,0.04880364970813191
test-87798,0.01
test-87799,0.14
test-878,0.04
test-8780,0.07
test-87800,0.01
test-87801,0.0
test-87802,0.01
test-87803,0.01
test-87804,0.03
test-87805,0.32
test-87806,0.13
test-87807,0.01
test-87808,0.11
test-87809,0.04
test-8781,0.0
test-87810,0.0
test-87811,0.25
test-87812,0.22
test-87813,0.11
test-87814,0.24
test-87815,0.03
test-87816,0.07
test-87817,0.0
test-87818,0.0
test-87819,0.0
test-8782,0.0
test-87820,0.13
test-87821,0.02
test-87822,0.19
test-87823,0.04
test-87824,0.16
test-87825,0.04
test-87826,0.15
test-87827,0.09
test-87828,0.01
test-87829,0.16
test-8783,0.0
test-87830,0.06
test-87831,0.09
test-87832,0.13
test-87833,0.01
test-87834,0.01
test-87835,0.12
test-87836,0.24
test-87837,0.0
test-87838,0.07
test-87839,0.01
test-8784,0.2
test-87840,0.0506571742058792
test-87841,0.12
test-87842,0.1
test-87843,0.05453691514476548
test-87844,0.01
test-87845,0.12
test-87846,0.05
test-87847,0.05
test-87848,0.0
test-87849,0.0
test-8785,0.1
test-87850,0.0
test-87851,0.32
test-87852,0.0
test-87853,0.22
test-87854,0.1
test-87855,0.33
test-87856,0.02
test-87857,0.08
test-87858,0.04
test-87859,0.01
test-8786,0.04
test-87860,0.07
test-87861,0.047703964763834435
test-87862,0.12
test-87863,0.26
test-87864,0.02
test-87865,0.02
test-87866,0.031452215094402186
test-87867,0.17
test-87868,0.04
test-87869,0.08
test-8787,0.08077156213578196
test-87870,0.12
test-87871,0.04
test-87872,0.02
test-87873,0.04
test-87874,0.18
test-87875,0.0
test-87876,0.0
test-87877,0.04
test-87878,0.23
test-87879,0.01
test-8788,0.4
test-87880,0.14
test-87881,0.0
test-87882,0.31
test-87883,0.15
test-87884,0.02
test-87885,0.03
test-87886,0.01
test-87887,0.06398040720478124
test-87888,0.0
test-87889,0.05
test-8789,0.0
test-87890,0.04
test-87891,0.03
test-87892,0.05
test-87893,0.0
test-87894,0.23
test-87895,0.05
test-87896,0.0
test-87897,0.09
test-87898,0.03
test-87899,0.01
test-879,0.02
test-8790,0.06935404075997852
test-87900,0.04
test-87901,0.13
test-87902,0.0
test-87903,0.02
test-87904,0.0
test-87905,0.13
test-87906,0.19
test-87907,0.04
test-87908,0.09895174678262914
test-87909,0.0
test-8791,0.26
test-87910,0.07
test-87911,0.065
test-87912,0.04
test-87913,0.05
test-87914,0.0
test-87915,0.05
test-87916,0.0
test-87917,0.01
test-87918,0.03
test-87919,0.02
test-8792,0.04960703537457412
test-87920,0.0
test-87921,0.0
test-87922,0.04
test-87923,0.02
test-87924,0.0
test-87925,0.06
test-87926,0.02
test-87927,0.0
test-87928,0.11
test-87929,0.0
test-8793,0.39
test-87930,0.52
